iter	Logloss
138	0.4071278653
139	0.4070548958
140	0.4069755208
141	0.4068927301
142	0.4067957692
143	0.4067097603
144	0.4066312454
145	0.4065934367
146	0.4064951337
147	0.4064172237
148	0.4063264666
149	0.406237258
150	0.4060967523
151	0.4059883276
152	0.4059201882
153	0.4058361174
154	0.4057521528
155	0.4056832501
156	0.4055963979
157	0.405558008
158	0.4054376292
159	0.4053815552
160	0.4052695545
161	0.4052195744
162	0.405218402
163	0.4051234964
164	0.4050487976
165	0.404986881
166	0.4049576499
167	0.4048688824
168	0.4047932574
169	0.4047141953
170	0.4046814909
171	0.404586841
172	0.4045136518
173	0.4044273518
174	0.404345605
175	0.4042902408
176	0.4042518041
177	0.4041751657
178	0.4041084678
179	0.403983229
180	0.4039052011
181	0.4038055516
182	0.4037713264
183	0.4036901931
184	0.4036402433
185	0.4035783643
186	0.4034861129
187	0.4034066644
188	0.4033219389
189	0.4032851165
190	0.4032066101
191	0.403099776
192	0.4029860348
193	0.4029324809
194	0.4027662188
195	0.4027043189
196	0.4026367767
197	0.4025208276
198	0.4024679702
199	0.4023855993
200	0.4023568568
201	0.4022508294
202	0.4021794903
203	0.4021207052
204	0.4020709149
205	0.4019860843
206	0.4019125663
207	0.401834999
208	0.4017436121
209	0.4017162985
210	0.4016526863
211	0.4015495774
212	0.4014764607
213	0.4014180589
214	0.4013764193
215	0.4013278191
216	0.4012442642
217	0.4011688964
218	0.4011307915
219	0.401037175
220	0.4009688484
221	0.4009491815
222	0.4008915548
223	0.4007984524
224	0.4007391196
225	0.4006551075
226	0.4005935662
227	0.4005250798
228	0.4005108681
229	0.4004602402
230	0.4004345871
231	0.4004045629
232	0.4003639014
233	0.4002774644
234	0.4002534577
235	0.4001956822
236	0.4001359942
237	0.4000120182
238	0.3999796355
239	0.3999204292
240	0.3998638214
241	0.39980489
242	0.399746972
243	0.399720371
244	0.3996755142
245	0.3996237518
246	0.3995634836
247	0.3994950852
248	0.3994739218
249	0.3994047707
250	0.3993587456
251	0.3992955979
252	0.3992176515
253	0.3991502665
254	0.3990884571
255	0.399043333
256	0.3989325292
257	0.3988587735
258	0.3988099026
259	0.3987192352
260	0.3986860595
261	0.3986405792
262	0.3985971815
263	0.3985615004
264	0.3985002756
265	0.3984517898
266	0.398367931
267	0.3983215614
268	0.3983021243
269	0.3982589174
270	0.3982203096
271	0.398167726
272	0.3980747755
273	0.3980242669
274	0.3979606229
275	0.3979138781
276	0.3978611403
277	0.3978094693
278	0.3977458785
279	0.3977188324
280	0.3976370662
281	0.3975802525
282	0.3975097935
283	0.3974662912
284	0.3974159972
285	0.3973530115
286	0.397319445
287	0.3972235318
288	0.3971707684
289	0.3971411504
290	0.3971022004
291	0.3970520238
292	0.3970186309
293	0.3969969483
294	0.3969476935
295	0.3969101786
296	0.3968656174
297	0.3968308335
298	0.3967445285
299	0.3966967792
300	0.3966405161
301	0.3965815141
302	0.3965424486
303	0.3965108941
304	0.3964392099
305	0.3963808847
306	0.3963475173
307	0.3962905941
308	0.3962726406
309	0.396190947
310	0.3960967817
311	0.3960782048
312	0.3960502015
313	0.3960234013
314	0.3960095673
315	0.3959794467
316	0.3959535341
317	0.3958983187
318	0.39582146
319	0.3957698893
320	0.3957231373
321	0.3956470483
322	0.395621481
323	0.3955972856
324	0.3955572216
325	0.3954855867
326	0.3953925993
327	0.3953129366
328	0.3952633386
329	0.395246264
330	0.3951925905
331	0.3951425939
332	0.395119125
333	0.3950928142
334	0.3950530925
335	0.3950158667
336	0.3949366807
337	0.394896378
338	0.3948309945
339	0.3948204701
340	0.394801706
341	0.3947583702
342	0.3947248639
343	0.3947062369
344	0.3946552309
345	0.3946167337
346	0.3945498446
347	0.3944863167
348	0.3944317125
349	0.3943981733
350	0.3943574185
351	0.3943100533
352	0.3942847014
353	0.3942679692
354	0.3942353029
355	0.3942137468
356	0.3941975655
357	0.3941784867
358	0.3941364086
359	0.394087671
360	0.3940179667
361	0.3939851009
362	0.3939370635
363	0.3938744113
364	0.3937887999
365	0.3937582279
366	0.3937036759
367	0.3936503168
368	0.3936088783
369	0.3935612559
370	0.3935246103
371	0.3934846288
372	0.3934614201
373	0.3933901243
374	0.3933493902
375	0.393280763
376	0.393238445
377	0.3932009147
378	0.3931793642
379	0.3931300047
380	0.3930932007
381	0.3930344959
382	0.3930152255
383	0.3929408219
384	0.3928974691
385	0.3928811754
386	0.3928524407
387	0.3927853839
388	0.3927342858
389	0.3927162837
390	0.3926882221
391	0.392626847
392	0.3925780696
393	0.3925031356
394	0.3924755793
395	0.3924311285
396	0.3924067999
397	0.3923552827
398	0.3923083435
399	0.3922754255
400	0.3922363753
401	0.3922088408
402	0.3921664608
403	0.3921405342
404	0.3921236823
405	0.3921011651
406	0.392063518
407	0.392039751
408	0.3919744194
409	0.3919410524
410	0.3918923128
411	0.3918208233
412	0.3917807881
413	0.3917499654
414	0.3917314509
415	0.3916820615
416	0.3916149686
417	0.3915810108
418	0.3915711801
419	0.391537313
420	0.3914702661
421	0.3914436509
422	0.3914155954
423	0.3913612986
424	0.3913120766
425	0.3913070408
426	0.3912755491
427	0.3912362893
428	0.3911748698
429	0.3911325265
430	0.3910720924
431	0.3910349226
432	0.3910166494
433	0.3909511461
434	0.3909156351
435	0.390857247
436	0.390797152
437	0.390767497
438	0.390712108
439	0.3906767985
440	0.3906650262
441	0.390627171
442	0.3905878938
443	0.3905266787
444	0.3905090454
445	0.3904779867
446	0.3904491999
447	0.390414306
448	0.3903804022
449	0.3903504401
450	0.3903322989
451	0.3902688542
452	0.3902508917
453	0.3902004494
454	0.3901491378
455	0.3900932694
456	0.3900727951
457	0.3900160138
458	0.3899965168
459	0.3899694209
460	0.3899407588
461	0.3899255719
462	0.389881422
463	0.3898570936
464	0.3898100197
465	0.3897972164
466	0.3897760686
467	0.3897431057
468	0.389693025
469	0.3896612916
470	0.3896403848
471	0.3896229908
472	0.3895776843
473	0.389533699
474	0.3894836244
475	0.3894439004
476	0.3893953044
477	0.3893522701
478	0.3892990141
479	0.3892674724
480	0.3892291977
481	0.3892153955
482	0.3891822357
483	0.3891291963
484	0.3891126048
485	0.3890793926
486	0.389064493
487	0.3890248881
488	0.3890024291
489	0.3889751316
490	0.3889662403
491	0.3888854839
492	0.3888581988
493	0.3888485431
494	0.3888327663
495	0.3888081143
496	0.3887477996
497	0.3886940588
498	0.3886773198
499	0.3886530236
500	0.388622333
501	0.388553232
502	0.3885220559
503	0.3884842217
504	0.3884522615
505	0.3883791563
506	0.3883514646
507	0.388307139
508	0.3882192767
509	0.3881759983
510	0.3881045002
511	0.3880918639
512	0.3880777583
513	0.3880427133
514	0.3880226861
515	0.3879905429
516	0.3879381975
517	0.3879030738
518	0.3878831078
519	0.3878398283
520	0.3878183987
521	0.3877592516
522	0.3877290803
523	0.3877128021
524	0.3876498048
525	0.3876148844
526	0.3875672495
527	0.3875176848
528	0.3874883794
529	0.3874423694
530	0.3874224243
531	0.3873715052
532	0.3873534094
533	0.3872942842
534	0.3872827101
535	0.3872404073
536	0.3871932918
537	0.387182213
538	0.38713875
539	0.3871078633
540	0.387084263
541	0.3870700321
542	0.387034827
543	0.3870139287
544	0.3869849891
545	0.3869318309
546	0.3869057803
547	0.3868856068
548	0.3868716908
549	0.3868554511
550	0.3868206979
551	0.3867757988
552	0.3867534873
553	0.3867312683
554	0.386672638
555	0.386645756
556	0.3865887331
557	0.3865273561
558	0.3864758847
559	0.3864487378
560	0.3864113904
561	0.3863776296
562	0.3863522954
563	0.3863210025
564	0.3863002084
565	0.3862586847
566	0.3861967497
567	0.3861597768
568	0.3861314596
569	0.3861120965
570	0.386099688
571	0.3860569768
572	0.3860423277
573	0.3860100555
574	0.3859624528
575	0.3859425613
576	0.3859319729
577	0.3858929294
578	0.3858561675
579	0.3858301723
580	0.3857721071
581	0.385740538
582	0.3857103712
583	0.3856566273
584	0.3856161331
585	0.3855800669
586	0.3855420795
587	0.3854960729
588	0.3854401491
589	0.385422692
590	0.3853955908
591	0.3853587582
592	0.3853114825
593	0.3852758277
594	0.3852598232
595	0.3852258574
596	0.3852003508
597	0.3851321867
598	0.3850248795
599	0.3849969307
600	0.3849751636
601	0.3849282346
602	0.3848867444
603	0.3848541157
604	0.3848255091
605	0.384806395
606	0.3847869033
607	0.3847366609
608	0.3847117421
609	0.3846640864
610	0.3846396843
611	0.3845850112
612	0.3845618521
613	0.3845379096
614	0.3844733879
615	0.3844351811
616	0.3844080223
617	0.3843899412
618	0.3843265219
619	0.3843152831
620	0.3842781349
621	0.3842456294
622	0.3842245111
623	0.3841901307
624	0.3841664168
625	0.3841438034
626	0.384116576
627	0.3840927894
628	0.3840551011
629	0.3840382949
630	0.3840024413
631	0.3839905248
632	0.383967202
633	0.3839407083
634	0.3839229146
635	0.3838972205
636	0.3838655693
637	0.3838410993
638	0.3837868989
639	0.3837487275
640	0.3837218683
641	0.3836775307
642	0.38366203
643	0.3836320794
644	0.3836026453
645	0.3835667225
646	0.3835513212
647	0.3835303675
648	0.3834874862
649	0.3834029864
650	0.3833865561
651	0.3833555037
652	0.3833338761
653	0.3833087647
654	0.3832520718
655	0.383208969
656	0.3831673935
657	0.3830921678
658	0.3830792818
659	0.3830592716
660	0.383038433
661	0.3830232641
662	0.3829990973
663	0.3829739373
664	0.3829559964
665	0.3829229652
666	0.382900969
667	0.3828810471
668	0.3828151592
669	0.382756692
670	0.3827333967
671	0.3827191886
672	0.3827061881
673	0.3826766913
674	0.3826525879
675	0.3825992131
676	0.3825639122
677	0.3825384261
678	0.382518498
679	0.3824615356
680	0.3824178888
681	0.3823919351
682	0.3823488321
683	0.3823120513
684	0.3822829421
685	0.3822205227
686	0.3821820968
687	0.3821669353
688	0.3821431469
689	0.3821044016
690	0.3820902102
691	0.3820572209
692	0.3820023323
693	0.3819793069
694	0.3819613407
695	0.3819094457
696	0.381827692
697	0.3817964603
698	0.3817575333
699	0.3817196718
700	0.3816965843
701	0.3816773672
702	0.3816436071
703	0.3816161972
704	0.3815513141
705	0.381525555
706	0.3815106999
707	0.3814828738
708	0.3814444975
709	0.3813718539
710	0.3813316117
711	0.3813126154
712	0.3812718717
713	0.381258794
714	0.3812079837
715	0.3811743177
716	0.3811445492
717	0.3811097008
718	0.3810751972
719	0.3810431113
720	0.3810189524
721	0.3809709849
722	0.3809642795
723	0.3809131573
724	0.3808661406
725	0.3808330668
726	0.3807878457
727	0.3807673985
728	0.3807316309
729	0.3807031721
730	0.3806783504
731	0.3806526178
732	0.3806233955
733	0.3805947494
734	0.3805675113
735	0.3805458871
736	0.3805172689
737	0.3804846886
738	0.3804279357
739	0.3804052491
740	0.3803677945
741	0.380345563
742	0.3803098933
743	0.3802572937
744	0.3802258974
745	0.3802048945
746	0.3801922317
747	0.3801707598
748	0.3801402266
749	0.3800865994
750	0.3800554799
751	0.3800436759
752	0.3800266044
753	0.3799908731
754	0.3799476185
755	0.3799110903
756	0.3798649625
757	0.3798167401
758	0.37977912
759	0.3797614682
760	0.3797356745
761	0.3796957742
762	0.379671193
763	0.3796208347
764	0.3795907337
765	0.3795563592
766	0.3795259463
767	0.3794859051
768	0.3794726695
769	0.3794399525
770	0.3794178846
771	0.37939752
772	0.3793571323
773	0.3792868603
774	0.3792508231
775	0.3792382739
776	0.3791983236
777	0.3791702289
778	0.3791358418
779	0.37912096
780	0.3790988375
781	0.3790880976
782	0.3790463857
783	0.3790179435
784	0.3789840473
785	0.3789614707
786	0.3789204436
787	0.3789005337
788	0.3788548665
789	0.3788359223
790	0.3788068511
791	0.3787858968
792	0.37876346
793	0.3787069092
794	0.3786961526
795	0.3786688172
796	0.3786450745
797	0.3786184421
798	0.3785888902
799	0.3785610251
800	0.3785381003
801	0.3785078136
802	0.3784832575
803	0.3784282071
804	0.3783895277
805	0.378344239
806	0.3782827692
807	0.3782204729
808	0.3782011666
809	0.3781745839
810	0.3781319773
811	0.3781075551
812	0.3780859332
813	0.37805993
814	0.3779942833
815	0.3779810739
816	0.3779376985
817	0.3778897868
818	0.3778426515
819	0.3778117351
820	0.3777552925
821	0.3777345742
822	0.3777092293
823	0.3776864125
824	0.3776771433
825	0.3776580643
826	0.3776134258
827	0.3775885814
828	0.3775704008
829	0.3775328427
830	0.3775111647
831	0.3774898417
832	0.3774583465
833	0.3774275165
834	0.3774138504
835	0.3773974206
836	0.3773508414
837	0.3773266056
838	0.3772748637
839	0.3772599877
840	0.377236894
841	0.3772096297
842	0.3771865848
843	0.3771647424
844	0.3771394848
845	0.3771132522
846	0.3771001802
847	0.3770612292
848	0.37703395
849	0.3770112514
850	0.3769967918
851	0.376961572
852	0.3769273577
853	0.3768798764
854	0.3768679829
855	0.3768099376
856	0.3767879569
857	0.3767817363
858	0.3767472101
859	0.3767008749
860	0.3766796173
861	0.3766525717
862	0.3766233631
863	0.376575238
864	0.3765610897
865	0.3765397973
866	0.3765191958
867	0.3764955137
868	0.3764690703
869	0.3764293013
870	0.3763889636
871	0.3763589674
872	0.3763156375
873	0.3762633436
874	0.3762378922
875	0.3762203775
876	0.3762047037
877	0.3761793433
878	0.376165631
879	0.3761425216
880	0.3761088013
881	0.3760529215
882	0.376032423
883	0.3760153893
884	0.3760081052
885	0.3759544996
886	0.3759366677
887	0.3759126109
888	0.3758561228
889	0.3758319851
890	0.3757949543
891	0.3757802277
892	0.3757599755
893	0.3757463016
894	0.37572416
895	0.3756939156
896	0.3756467098
897	0.3756258028
898	0.3755841493
899	0.3755723131
900	0.3755576009
901	0.3755435228
902	0.3755179496
903	0.3754986435
904	0.3754589123
905	0.3754404712
906	0.3754209457
907	0.3753977485
908	0.3753695194
909	0.3753157769
910	0.3753024379
911	0.3752823095
912	0.3752589884
913	0.3752484691
914	0.3752348143
915	0.3751734417
916	0.3751632239
917	0.3751390323
918	0.3751022539
919	0.3750828178
920	0.375057336
921	0.3750265305
922	0.3750085351
923	0.3749849711
924	0.3749793478
925	0.3749571261
926	0.3749228682
927	0.3748979451
928	0.3748872797
929	0.3748534869
930	0.3748059983
931	0.3747796033
932	0.3747657915
933	0.3747357352
934	0.3746984688
935	0.3746750234
936	0.3746275561
937	0.3745999567
938	0.3745801894
939	0.3745409677
940	0.3745064413
941	0.3744800256
942	0.3744680025
943	0.3744551489
944	0.37443839
945	0.3743857699
946	0.3743600173
947	0.3743425356
948	0.3743144982
949	0.374301939
950	0.3742475241
951	0.3742154789
952	0.3741859874
953	0.3741627462
954	0.3741397902
955	0.3740989632
956	0.3740696706
957	0.3740502681
958	0.374025979
959	0.3739861015
960	0.3739745848
961	0.3739600129
962	0.3739294363
963	0.3739173375
964	0.3739138071
965	0.373895705
966	0.373884442
967	0.373845437
968	0.3738106404
969	0.3737815923
970	0.37376659
971	0.3737537844
972	0.3737407333
973	0.3737220536
974	0.373712266
975	0.373668941
976	0.3736562672
977	0.3736279634
978	0.3736112632
979	0.3735749175
980	0.373558662
981	0.3735471091
982	0.373503663
983	0.3734812145
984	0.373455768
985	0.3734245256
986	0.3733939876
987	0.3733660706
988	0.3733175963
989	0.3732605686
990	0.3732220212
991	0.3731918915
992	0.3731724092
993	0.3731336609
994	0.373107854
995	0.3730811414
996	0.3730548918
997	0.3730164813
998	0.3729987235
999	0.3729562847
